x-axis,WaveGen-ARB
second,Volt
20184.00E-009,0.0017E+00
20185.00E-009,0.0593E+00
20186.00E-009,0.1813E+00
20187.00E-009,0.2424E+00
20188.00E-009,0.2449E+00
20189.00E-009,0.2449E+00
20190.00E-009,0.2449E+00
20191.00E-009,0.0603E+00
20192.00E-009,-0.0641E+00
20193.00E-009,-0.0027E+00
20194.00E-009,-0.0647E+00
20195.00E-009,-0.2483E+00
20196.00E-009,-0.3059E+00
20197.00E-009,-0.3104E+00
20198.00E-009,-0.3698E+00
20199.00E-009,-0.3698E+00
20200.00E-009,-0.4315E+00
20201.00E-009,-0.4894E+00
20202.00E-009,-0.4843E+00
20203.00E-009,-0.4843E+00
20204.00E-009,-0.4802E+00
20205.00E-009,-0.2967E+00
20206.00E-009,-0.3587E+00
20207.00E-009,-0.3588E+00
20208.00E-009,-0.2979E+00
20209.00E-009,-0.2979E+00
20210.00E-009,-0.2362E+00
20211.00E-009,0.0062E+00
20212.00E-009,0.1255E+00
20213.00E-009,0.1255E+00
20214.00E-009,0.1834E+00
20215.00E-009,0.1208E+00
20216.00E-009,0.1794E+00
20217.00E-009,0.1827E+00
20218.00E-009,0.2418E+00
20219.00E-009,0.2418E+00
20220.00E-009,0.2418E+00
20221.00E-009,0.1788E+00
20222.00E-009,0.0608E+00
20223.00E-009,0.0036E+00
20224.00E-009,-0.1168E+00
20225.00E-009,-0.1144E+00
20226.00E-009,-0.0534E+00
20227.00E-009,-0.0570E+00
20228.00E-009,-0.1795E+00
20229.00E-009,-0.2421E+00
20230.00E-009,-0.2993E+00
20231.00E-009,-0.3572E+00
20232.00E-009,-0.2392E+00
20233.00E-009,-0.2426E+00
20234.00E-009,-0.1818E+00
20235.00E-009,-0.1216E+00
20236.00E-009,-0.1795E+00
20237.00E-009,-0.1173E+00
20238.00E-009,0.0052E+00
20239.00E-009,-0.0515E+00
20240.00E-009,-0.1754E+00
20241.00E-009,-0.0545E+00
20242.00E-009,-0.1704E+00
20243.00E-009,-0.1098E+00
20244.00E-009,-0.1110E+00
20245.00E-009,-0.1726E+00
20246.00E-009,-0.1744E+00
20247.00E-009,-0.2953E+00
20248.00E-009,-0.2953E+00
20249.00E-009,-0.2332E+00
20250.00E-009,-0.0520E+00
20251.00E-009,-0.0520E+00
20252.00E-009,0.0012E+00
20253.00E-009,-0.1184E+00
20254.00E-009,-0.0575E+00
20255.00E-009,0.0041E+00
20256.00E-009,0.0638E+00
20257.00E-009,0.0084E+00
20258.00E-009,0.0084E+00
20259.00E-009,0.0655E+00
20260.00E-009,0.0033E+00
20261.00E-009,-0.0562E+00
20262.00E-009,0.0064E+00
20263.00E-009,0.1261E+00
20264.00E-009,0.0044E+00
20265.00E-009,-0.0574E+00
20266.00E-009,-0.0574E+00
20267.00E-009,0.1189E+00
20268.00E-009,0.0576E+00
20269.00E-009,-0.0037E+00
20270.00E-009,-0.0578E+00
20271.00E-009,0.0016E+00
20272.00E-009,-0.0572E+00
20273.00E-009,-0.0572E+00
20274.00E-009,0.0644E+00
20275.00E-009,0.0658E+00
20276.00E-009,0.0051E+00
20277.00E-009,-0.0527E+00
20278.00E-009,-0.1084E+00
20279.00E-009,-0.0471E+00
20280.00E-009,0.0693E+00
20281.00E-009,0.0108E+00
20282.00E-009,-0.0500E+00
20283.00E-009,-0.1114E+00
20284.00E-009,-0.2930E+00
20285.00E-009,-0.2326E+00
20286.00E-009,-0.2300E+00
20287.00E-009,-0.1722E+00
20288.00E-009,-0.0552E+00
20289.00E-009,-0.1767E+00
20290.00E-009,-0.1767E+00
20291.00E-009,-0.1182E+00
20292.00E-009,-0.0598E+00
20293.00E-009,-0.0593E+00
20294.00E-009,0.1222E+00
20295.00E-009,0.1222E+00
20296.00E-009,0.1200E+00
20297.00E-009,0.1200E+00
20298.00E-009,0.1200E+00
20299.00E-009,0.1842E+00
20300.00E-009,0.1842E+00
20301.00E-009,0.1842E+00
20302.00E-009,0.1234E+00
20303.00E-009,0.1246E+00
20304.00E-009,0.0620E+00
20305.00E-009,0.0011E+00
20306.00E-009,0.0616E+00
20307.00E-009,0.0616E+00
20308.00E-009,0.0616E+00
20309.00E-009,0.1188E+00
20310.00E-009,0.1188E+00
20311.00E-009,0.0589E+00
20312.00E-009,0.1225E+00
20313.00E-009,0.1822E+00
20314.00E-009,0.2448E+00
20315.00E-009,0.1874E+00
20316.00E-009,0.1273E+00
20317.00E-009,0.1273E+00
20318.00E-009,0.0070E+00
20319.00E-009,0.0070E+00
20320.00E-009,-0.0555E+00
20321.00E-009,-0.0573E+00
20322.00E-009,-0.0562E+00
20323.00E-009,-0.0562E+00
20324.00E-009,-0.0562E+00
20325.00E-009,0.0032E+00
20326.00E-009,-0.1185E+00
20327.00E-009,-0.1185E+00
20328.00E-009,0.0018E+00
20329.00E-009,0.0018E+00
20330.00E-009,0.0643E+00
20331.00E-009,0.0656E+00
20332.00E-009,0.1230E+00
20333.00E-009,0.1230E+00
20334.00E-009,0.1230E+00
20335.00E-009,0.0616E+00
20336.00E-009,0.1858E+00
20337.00E-009,0.1273E+00
20338.00E-009,0.0672E+00
20339.00E-009,0.0672E+00
20340.00E-009,0.0100E+00
20341.00E-009,0.0076E+00
20342.00E-009,0.0076E+00
20343.00E-009,0.0076E+00
20344.00E-009,-0.0549E+00
20345.00E-009,0.0654E+00
20346.00E-009,0.0050E+00
20347.00E-009,0.0634E+00
20348.00E-009,0.0661E+00
20349.00E-009,-0.0571E+00
20350.00E-009,0.0000E+00
20351.00E-009,0.0629E+00
20352.00E-009,0.0629E+00
20353.00E-009,0.0629E+00
20354.00E-009,0.0667E+00
20355.00E-009,0.0085E+00
20356.00E-009,0.1265E+00
20357.00E-009,0.0686E+00
20358.00E-009,0.1261E+00
20359.00E-009,0.1922E+00
20360.00E-009,0.1922E+00
20361.00E-009,0.1334E+00
20362.00E-009,0.1334E+00
20363.00E-009,0.0728E+00
20364.00E-009,0.0075E+00
20365.00E-009,0.0657E+00
20366.00E-009,0.0657E+00
20367.00E-009,0.0626E+00
20368.00E-009,0.0028E+00
20369.00E-009,0.0600E+00
20370.00E-009,-0.1852E+00
20371.00E-009,-0.3055E+00
20372.00E-009,-0.3654E+00
20373.00E-009,-0.3048E+00
20374.00E-009,-0.1809E+00
20375.00E-009,-0.1809E+00
20376.00E-009,-0.1809E+00
20377.00E-009,-0.1823E+00
20378.00E-009,-0.1823E+00
20379.00E-009,-0.2409E+00
20380.00E-009,-0.0536E+00
20381.00E-009,-0.0568E+00
20382.00E-009,-0.1167E+00
20383.00E-009,-0.1740E+00
20384.00E-009,-0.1740E+00
20385.00E-009,-0.1740E+00
20386.00E-009,-0.2912E+00
20387.00E-009,-0.2287E+00
20388.00E-009,-0.2299E+00
20389.00E-009,-0.1713E+00
20390.00E-009,-0.2305E+00
20391.00E-009,-0.1633E+00
20392.00E-009,-0.1007E+00
20393.00E-009,-0.2228E+00
20394.00E-009,-0.2839E+00
20395.00E-009,-0.4610E+00
20396.00E-009,-0.3438E+00
20397.00E-009,-0.3438E+00
20398.00E-009,-0.4032E+00
20399.00E-009,-0.4612E+00
20400.00E-009,-0.4051E+00
20401.00E-009,-0.4074E+00
20402.00E-009,-0.4091E+00
20403.00E-009,-0.2915E+00
20404.00E-009,-0.2896E+00
20405.00E-009,-0.1703E+00
20406.00E-009,-0.2881E+00
20407.00E-009,-0.2881E+00
20408.00E-009,-0.1678E+00
20409.00E-009,-0.1686E+00
20410.00E-009,-0.1077E+00
20411.00E-009,-0.1089E+00
20412.00E-009,-0.1726E+00
20413.00E-009,-0.1108E+00
20414.00E-009,-0.0516E+00
20415.00E-009,-0.0557E+00
20416.00E-009,0.0622E+00
20417.00E-009,0.0002E+00
20418.00E-009,-0.0612E+00
20419.00E-009,-0.0631E+00
20420.00E-009,-0.0631E+00
20421.00E-009,0.0555E+00
20422.00E-009,0.1780E+00
20423.00E-009,0.1174E+00
20424.00E-009,0.1174E+00
20425.00E-009,0.1191E+00
20426.00E-009,0.0597E+00
20427.00E-009,0.1217E+00
20428.00E-009,0.1831E+00
20429.00E-009,0.2438E+00
20430.00E-009,0.2438E+00
20431.00E-009,0.1867E+00
20432.00E-009,0.1287E+00
20433.00E-009,0.0103E+00
20434.00E-009,-0.0523E+00
20435.00E-009,0.0080E+00
20436.00E-009,0.0673E+00
20437.00E-009,-0.0524E+00
20438.00E-009,-0.1137E+00
20439.00E-009,-0.1137E+00
20440.00E-009,-0.1764E+00
20441.00E-009,-0.1770E+00
20442.00E-009,-0.1190E+00
20443.00E-009,-0.0012E+00
20444.00E-009,0.0028E+00
20445.00E-009,-0.0591E+00
20446.00E-009,-0.0591E+00
20447.00E-009,0.0014E+00
20448.00E-009,0.0627E+00
20449.00E-009,0.0029E+00
20450.00E-009,0.0656E+00
20451.00E-009,0.0613E+00
20452.00E-009,0.0613E+00
20453.00E-009,0.0638E+00
20454.00E-009,0.1225E+00
20455.00E-009,0.1844E+00
20456.00E-009,0.0659E+00
20457.00E-009,0.1251E+00
20458.00E-009,0.1251E+00
20459.00E-009,0.1849E+00
20460.00E-009,0.1259E+00
20461.00E-009,0.1295E+00
20462.00E-009,0.0685E+00
20463.00E-009,0.1271E+00
20464.00E-009,0.1271E+00
20465.00E-009,0.0667E+00
20466.00E-009,0.1851E+00
20467.00E-009,0.1851E+00
20468.00E-009,0.0624E+00
20469.00E-009,0.0624E+00
20470.00E-009,0.1214E+00
20471.00E-009,0.1192E+00
20472.00E-009,0.0595E+00
20473.00E-009,0.0595E+00
20474.00E-009,0.0595E+00
20475.00E-009,0.0585E+00
20476.00E-009,-0.0019E+00
20477.00E-009,-0.0019E+00
20478.00E-009,0.1208E+00
20479.00E-009,-0.0020E+00
20480.00E-009,-0.0020E+00
20481.00E-009,-0.0030E+00
20482.00E-009,0.0574E+00
20483.00E-009,0.0574E+00
20484.00E-009,0.0574E+00
20485.00E-009,0.1188E+00
20486.00E-009,0.1179E+00
20487.00E-009,0.1179E+00
20488.00E-009,-0.0629E+00
20489.00E-009,-0.0029E+00
20490.00E-009,-0.0637E+00
20491.00E-009,-0.0020E+00
20492.00E-009,0.0584E+00
20493.00E-009,-0.0597E+00
20494.00E-009,-0.1224E+00
20495.00E-009,-0.1224E+00
20496.00E-009,-0.0611E+00
20497.00E-009,-0.0611E+00
20498.00E-009,0.1197E+00
20499.00E-009,0.1249E+00
20500.00E-009,0.1857E+00
20501.00E-009,0.1857E+00
20502.00E-009,0.1857E+00
20503.00E-009,0.3037E+00
20504.00E-009,0.3665E+00
20505.00E-009,0.3665E+00
20506.00E-009,0.3665E+00
20507.00E-009,0.3054E+00
20508.00E-009,0.1236E+00
20509.00E-009,0.1207E+00
20510.00E-009,0.1207E+00
20511.00E-009,0.0605E+00
20512.00E-009,-0.0589E+00
20513.00E-009,-0.1174E+00
20514.00E-009,-0.1174E+00
20515.00E-009,-0.1174E+00
20516.00E-009,-0.3010E+00
20517.00E-009,-0.2400E+00
20518.00E-009,-0.2357E+00
20519.00E-009,-0.1752E+00
20520.00E-009,-0.1752E+00
20521.00E-009,-0.1760E+00
20522.00E-009,-0.0565E+00
20523.00E-009,-0.1227E+00
20524.00E-009,-0.1799E+00
20525.00E-009,-0.2374E+00
20526.00E-009,-0.1124E+00
20527.00E-009,-0.1124E+00
20528.00E-009,0.0651E+00
20529.00E-009,0.0046E+00
20530.00E-009,-0.0536E+00
20531.00E-009,0.0074E+00
20532.00E-009,-0.1665E+00
20533.00E-009,-0.1021E+00
20534.00E-009,-0.0448E+00
20535.00E-009,-0.0447E+00
20536.00E-009,0.0140E+00
20537.00E-009,-0.0447E+00
20538.00E-009,-0.0447E+00
20539.00E-009,0.0159E+00
20540.00E-009,0.0167E+00
20541.00E-009,0.0167E+00
20542.00E-009,0.1906E+00
20543.00E-009,0.2508E+00
20544.00E-009,0.2508E+00
20545.00E-009,0.1871E+00
20546.00E-009,0.1244E+00
20547.00E-009,0.0656E+00
20548.00E-009,0.0036E+00
20549.00E-009,-0.1724E+00
20550.00E-009,-0.1151E+00
20551.00E-009,-0.1151E+00
20552.00E-009,-0.1151E+00
20553.00E-009,-0.1151E+00
20554.00E-009,-0.2965E+00
20555.00E-009,-0.2352E+00
20556.00E-009,-0.1724E+00
20557.00E-009,-0.0550E+00
20558.00E-009,-0.0517E+00
20559.00E-009,0.0632E+00
20560.00E-009,0.0632E+00
20561.00E-009,0.0028E+00
20562.00E-009,-0.0587E+00
20563.00E-009,-0.1790E+00
20564.00E-009,0.0024E+00
20565.00E-009,0.0040E+00
20566.00E-009,-0.2354E+00
20567.00E-009,-0.2948E+00
20568.00E-009,-0.2360E+00
20569.00E-009,-0.3576E+00
20570.00E-009,-0.3576E+00
20571.00E-009,-0.3555E+00
20572.00E-009,-0.2940E+00
20573.00E-009,-0.1737E+00
20574.00E-009,-0.2953E+00
20575.00E-009,-0.2372E+00
20576.00E-009,-0.0597E+00
20577.00E-009,-0.0003E+00
20578.00E-009,-0.0581E+00
20579.00E-009,0.0624E+00
20580.00E-009,0.0009E+00
20581.00E-009,0.0593E+00
20582.00E-009,0.0593E+00
20583.00E-009,0.0006E+00
20584.00E-009,0.0642E+00
20585.00E-009,0.0064E+00
20586.00E-009,0.0057E+00
20587.00E-009,-0.0572E+00
20588.00E-009,0.0005E+00
20589.00E-009,0.0050E+00
20590.00E-009,0.0665E+00
20591.00E-009,0.0665E+00
20592.00E-009,0.0665E+00
20593.00E-009,0.1251E+00
20594.00E-009,0.1832E+00
20595.00E-009,0.1217E+00
20596.00E-009,0.1843E+00
20597.00E-009,0.2472E+00
20598.00E-009,0.2472E+00
20599.00E-009,0.3048E+00
20600.00E-009,0.3048E+00
20601.00E-009,0.3048E+00
20602.00E-009,0.1857E+00
20603.00E-009,0.0624E+00
20604.00E-009,0.0624E+00
20605.00E-009,0.1237E+00
20606.00E-009,0.1237E+00
20607.00E-009,0.0044E+00
20608.00E-009,0.0044E+00
20609.00E-009,0.0044E+00
20610.00E-009,0.0044E+00
20611.00E-009,0.0044E+00
20612.00E-009,0.1234E+00
20613.00E-009,0.2468E+00
20614.00E-009,0.1877E+00
20615.00E-009,0.2458E+00
20616.00E-009,0.1881E+00
20617.00E-009,0.1305E+00
20618.00E-009,0.0679E+00
20619.00E-009,0.0679E+00
20620.00E-009,-0.0539E+00
20621.00E-009,-0.0539E+00
20622.00E-009,-0.1761E+00
20623.00E-009,-0.1761E+00
20624.00E-009,-0.1769E+00
20625.00E-009,-0.1769E+00
20626.00E-009,-0.1192E+00
20627.00E-009,-0.0046E+00
20628.00E-009,-0.0044E+00
20629.00E-009,-0.0639E+00
20630.00E-009,0.0579E+00
20631.00E-009,0.0579E+00
20632.00E-009,0.1801E+00
20633.00E-009,0.1801E+00
20634.00E-009,0.1789E+00
20635.00E-009,0.1789E+00
20636.00E-009,0.1789E+00
20637.00E-009,0.2412E+00
20638.00E-009,0.3035E+00
20639.00E-009,0.3631E+00
20640.00E-009,0.1828E+00
20641.00E-009,0.1229E+00
20642.00E-009,0.1229E+00
20643.00E-009,0.0600E+00
20644.00E-009,0.0616E+00
20645.00E-009,-0.0551E+00
20646.00E-009,-0.0551E+00
20647.00E-009,-0.1124E+00
20648.00E-009,-0.1718E+00
20649.00E-009,-0.3493E+00
20650.00E-009,-0.2878E+00
20651.00E-009,-0.2852E+00
20652.00E-009,-0.3479E+00
20653.00E-009,-0.3471E+00
20654.00E-009,-0.2877E+00
20655.00E-009,-0.2286E+00
20656.00E-009,-0.2286E+00
20657.00E-009,-0.2924E+00
20658.00E-009,-0.2910E+00
20659.00E-009,-0.1714E+00
20660.00E-009,-0.1140E+00
20661.00E-009,-0.1179E+00
20662.00E-009,-0.1150E+00
20663.00E-009,-0.0530E+00
20664.00E-009,-0.0530E+00
20665.00E-009,-0.1143E+00
20666.00E-009,-0.3607E+00
20667.00E-009,-0.2397E+00
20668.00E-009,-0.1817E+00
20669.00E-009,-0.1239E+00
20670.00E-009,-0.0624E+00
20671.00E-009,-0.0619E+00
20672.00E-009,-0.0020E+00
20673.00E-009,-0.0615E+00
20674.00E-009,-0.1791E+00
20675.00E-009,-0.1788E+00
20676.00E-009,0.0676E+00
20677.00E-009,0.0676E+00
20678.00E-009,0.0676E+00
20679.00E-009,0.0676E+00
20680.00E-009,-0.1142E+00
20681.00E-009,-0.0536E+00
20682.00E-009,-0.0536E+00
20683.00E-009,-0.0515E+00
20684.00E-009,-0.0540E+00
20685.00E-009,0.0648E+00
20686.00E-009,0.0049E+00
20687.00E-009,0.0049E+00
20688.00E-009,-0.0554E+00
20689.00E-009,-0.1168E+00
20690.00E-009,0.0649E+00
20691.00E-009,0.0038E+00
20692.00E-009,-0.0560E+00
20693.00E-009,0.0015E+00
20694.00E-009,0.0600E+00
20695.00E-009,0.0600E+00
20696.00E-009,0.1199E+00
20697.00E-009,0.1199E+00
20698.00E-009,0.1179E+00
20699.00E-009,0.1202E+00
20700.00E-009,0.1202E+00
20701.00E-009,0.1813E+00
20702.00E-009,0.1794E+00
20703.00E-009,0.1794E+00
20704.00E-009,0.1210E+00
20705.00E-009,0.1210E+00
20706.00E-009,0.1210E+00
20707.00E-009,0.1210E+00
20708.00E-009,0.0612E+00
20709.00E-009,0.0615E+00
20710.00E-009,0.0615E+00
20711.00E-009,0.0002E+00
20712.00E-009,0.0619E+00
20713.00E-009,0.0021E+00
20714.00E-009,0.1221E+00
20715.00E-009,0.0602E+00
20716.00E-009,0.0602E+00
20717.00E-009,0.0602E+00
20718.00E-009,0.0640E+00
20719.00E-009,0.1229E+00
20720.00E-009,0.1229E+00
20721.00E-009,0.1841E+00
20722.00E-009,0.1841E+00
20723.00E-009,0.1826E+00
20724.00E-009,0.1215E+00
20725.00E-009,0.1260E+00
20726.00E-009,0.1260E+00
20727.00E-009,0.0070E+00
20728.00E-009,0.1252E+00
20729.00E-009,0.1252E+00
20730.00E-009,0.1252E+00
20731.00E-009,0.1252E+00
20732.00E-009,0.0670E+00
20733.00E-009,-0.0537E+00
20734.00E-009,-0.0534E+00
20735.00E-009,-0.1161E+00
20736.00E-009,-0.1732E+00
20737.00E-009,-0.0542E+00
20738.00E-009,-0.0542E+00
20739.00E-009,-0.1145E+00
20740.00E-009,-0.1145E+00
20741.00E-009,-0.1145E+00
20742.00E-009,-0.0562E+00
20743.00E-009,0.0685E+00
20744.00E-009,0.1293E+00
20745.00E-009,0.2493E+00
20746.00E-009,0.3065E+00
20747.00E-009,0.3065E+00
20748.00E-009,0.2461E+00
20749.00E-009,0.2472E+00
20750.00E-009,0.1276E+00
20751.00E-009,0.1276E+00
20752.00E-009,0.0682E+00
20753.00E-009,0.1256E+00
20754.00E-009,0.1256E+00
20755.00E-009,0.0672E+00
20756.00E-009,0.0672E+00
20757.00E-009,0.0672E+00
20758.00E-009,0.1276E+00
20759.00E-009,0.1868E+00
20760.00E-009,0.3064E+00
20761.00E-009,0.3064E+00
20762.00E-009,0.3048E+00
20763.00E-009,0.1878E+00
20764.00E-009,0.1250E+00
20765.00E-009,0.1833E+00
20766.00E-009,0.1833E+00
20767.00E-009,0.1833E+00
20768.00E-009,0.1833E+00
20769.00E-009,0.1263E+00
20770.00E-009,0.1263E+00
20771.00E-009,0.1263E+00
20772.00E-009,0.1263E+00
20773.00E-009,0.2433E+00
20774.00E-009,0.1260E+00
20775.00E-009,0.1260E+00
20776.00E-009,0.0653E+00
20777.00E-009,0.0077E+00
20778.00E-009,-0.0501E+00
20779.00E-009,0.0069E+00
20780.00E-009,0.0069E+00
20781.00E-009,0.0069E+00
20782.00E-009,0.0679E+00
20783.00E-009,0.0054E+00
20784.00E-009,0.0041E+00
20785.00E-009,-0.2355E+00
20786.00E-009,-0.2375E+00
20787.00E-009,-0.1798E+00
20788.00E-009,-0.1802E+00
20789.00E-009,-0.1802E+00
20790.00E-009,-0.2411E+00
20791.00E-009,-0.2983E+00
20792.00E-009,-0.3579E+00
20793.00E-009,-0.2955E+00
20794.00E-009,-0.1141E+00
20795.00E-009,0.0072E+00
20796.00E-009,0.0699E+00
20797.00E-009,-0.0521E+00
20798.00E-009,-0.0545E+00
20799.00E-009,-0.1127E+00
20800.00E-009,-0.0518E+00
20801.00E-009,0.0053E+00
20802.00E-009,0.0650E+00
20803.00E-009,0.0650E+00
20804.00E-009,0.0071E+00
20805.00E-009,0.1255E+00
20806.00E-009,0.1255E+00
20807.00E-009,0.2475E+00
20808.00E-009,0.3080E+00
20809.00E-009,0.3662E+00
20810.00E-009,0.3662E+00
20811.00E-009,0.3054E+00
20812.00E-009,0.3054E+00
20813.00E-009,0.3054E+00
20814.00E-009,0.3005E+00
20815.00E-009,0.1793E+00
20816.00E-009,0.1793E+00
20817.00E-009,0.1793E+00
20818.00E-009,0.1793E+00
20819.00E-009,-0.0010E+00
20820.00E-009,-0.0580E+00
20821.00E-009,0.0028E+00
20822.00E-009,0.0028E+00
20823.00E-009,0.0028E+00
20824.00E-009,0.0655E+00
20825.00E-009,0.0689E+00
20826.00E-009,0.0073E+00
20827.00E-009,-0.0499E+00
20828.00E-009,-0.1071E+00
20829.00E-009,0.0732E+00
20830.00E-009,0.0136E+00
20831.00E-009,-0.0484E+00
20832.00E-009,-0.0484E+00
20833.00E-009,-0.1065E+00
20834.00E-009,-0.1656E+00
20835.00E-009,-0.0477E+00
20836.00E-009,0.0138E+00
20837.00E-009,0.0711E+00
20838.00E-009,0.1283E+00
20839.00E-009,0.0657E+00
20840.00E-009,-0.0015E+00
20841.00E-009,0.0605E+00
20842.00E-009,0.0605E+00
20843.00E-009,0.1186E+00
20844.00E-009,0.1777E+00
20845.00E-009,0.1777E+00
20846.00E-009,0.1777E+00
20847.00E-009,0.0592E+00
20848.00E-009,0.0021E+00
20849.00E-009,0.0647E+00
20850.00E-009,0.2485E+00
20851.00E-009,0.2485E+00
20852.00E-009,0.1246E+00
20853.00E-009,0.1246E+00
20854.00E-009,0.0055E+00
20855.00E-009,0.0055E+00
20856.00E-009,0.0055E+00
20857.00E-009,0.1240E+00
20858.00E-009,0.1811E+00
20859.00E-009,0.0624E+00
20860.00E-009,-0.0542E+00
20861.00E-009,-0.1116E+00
20862.00E-009,0.0123E+00
20863.00E-009,-0.1100E+00
20864.00E-009,0.0091E+00
20865.00E-009,-0.1146E+00
20866.00E-009,-0.1146E+00
20867.00E-009,-0.1754E+00
20868.00E-009,-0.1754E+00
20869.00E-009,-0.1742E+00
20870.00E-009,-0.0577E+00
20871.00E-009,-0.0625E+00
20872.00E-009,-0.1201E+00
20873.00E-009,0.0022E+00
20874.00E-009,0.0022E+00
20875.00E-009,0.1260E+00
20876.00E-009,0.0659E+00
20877.00E-009,0.0696E+00
20878.00E-009,0.0696E+00
20879.00E-009,0.1871E+00
20880.00E-009,0.1273E+00
20881.00E-009,0.0072E+00
20882.00E-009,0.0062E+00
20883.00E-009,0.0062E+00
20884.00E-009,0.0062E+00
20885.00E-009,-0.0533E+00
20886.00E-009,-0.0524E+00
20887.00E-009,0.0047E+00
20888.00E-009,-0.1186E+00
20889.00E-009,-0.1186E+00
20890.00E-009,-0.1766E+00
20891.00E-009,-0.1146E+00
20892.00E-009,-0.0560E+00
20893.00E-009,-0.1139E+00
20894.00E-009,-0.1139E+00
20895.00E-009,-0.1128E+00
20896.00E-009,-0.1108E+00
20897.00E-009,-0.1705E+00
20898.00E-009,-0.1077E+00
20899.00E-009,-0.1077E+00
20900.00E-009,0.0100E+00
20901.00E-009,0.0676E+00
20902.00E-009,0.0676E+00
20903.00E-009,0.0680E+00
20904.00E-009,-0.0555E+00
20905.00E-009,-0.0543E+00
20906.00E-009,0.0030E+00
20907.00E-009,0.0039E+00
20908.00E-009,0.0645E+00
20909.00E-009,0.0035E+00
20910.00E-009,-0.0537E+00
20911.00E-009,0.0090E+00
20912.00E-009,0.0090E+00
20913.00E-009,-0.0498E+00
20914.00E-009,0.0737E+00
20915.00E-009,0.1309E+00
20916.00E-009,0.0685E+00
20917.00E-009,0.1272E+00
20918.00E-009,0.0063E+00
20919.00E-009,0.0673E+00
20920.00E-009,-0.0560E+00
20921.00E-009,-0.1174E+00
20922.00E-009,-0.1174E+00
20923.00E-009,-0.0600E+00
20924.00E-009,-0.0600E+00
20925.00E-009,-0.1213E+00
20926.00E-009,-0.0590E+00
20927.00E-009,-0.1188E+00
20928.00E-009,0.0021E+00
20929.00E-009,0.0021E+00
20930.00E-009,0.1826E+00
20931.00E-009,0.2440E+00
20932.00E-009,0.1862E+00
20933.00E-009,0.1844E+00
20934.00E-009,0.0643E+00
20935.00E-009,0.1256E+00
20936.00E-009,0.0629E+00
20937.00E-009,0.0604E+00
20938.00E-009,0.0604E+00
20939.00E-009,-0.1198E+00
20940.00E-009,-0.1784E+00
20941.00E-009,-0.1784E+00
20942.00E-009,-0.1206E+00
20943.00E-009,-0.0599E+00
20944.00E-009,0.0602E+00
20945.00E-009,0.0602E+00
20946.00E-009,0.0615E+00
20947.00E-009,0.1239E+00
20948.00E-009,0.1239E+00
20949.00E-009,0.0043E+00
20950.00E-009,-0.0569E+00
20951.00E-009,-0.0569E+00
20952.00E-009,-0.0569E+00
20953.00E-009,-0.1187E+00
20954.00E-009,-0.1801E+00
20955.00E-009,-0.2398E+00
20956.00E-009,-0.2384E+00
20957.00E-009,-0.3634E+00
20958.00E-009,-0.4215E+00
20959.00E-009,-0.1814E+00
20960.00E-009,-0.0615E+00
20961.00E-009,-0.1243E+00
20962.00E-009,-0.3078E+00
20963.00E-009,-0.3049E+00
20964.00E-009,-0.2434E+00
20965.00E-009,-0.1837E+00
20966.00E-009,-0.1834E+00
20967.00E-009,-0.1174E+00
20968.00E-009,-0.0593E+00
20969.00E-009,0.0003E+00
20970.00E-009,-0.0575E+00
20971.00E-009,0.0053E+00
20972.00E-009,0.1283E+00
20973.00E-009,0.1872E+00
20974.00E-009,0.0671E+00
20975.00E-009,0.0064E+00
20976.00E-009,0.0065E+00
20977.00E-009,0.0076E+00
20978.00E-009,-0.0494E+00
20979.00E-009,-0.1683E+00
20980.00E-009,-0.1105E+00
20981.00E-009,-0.1105E+00
20982.00E-009,-0.0500E+00
20983.00E-009,-0.0500E+00
20984.00E-009,0.0700E+00
20985.00E-009,0.0695E+00
20986.00E-009,0.0720E+00
20987.00E-009,0.1298E+00
20988.00E-009,0.1868E+00
20989.00E-009,0.2463E+00
20990.00E-009,0.2463E+00
20991.00E-009,0.1863E+00
20992.00E-009,0.1863E+00
20993.00E-009,0.1863E+00
20994.00E-009,0.0117E+00
20995.00E-009,0.0729E+00
20996.00E-009,0.0674E+00
20997.00E-009,0.0674E+00
20998.00E-009,0.0674E+00
20999.00E-009,0.0698E+00
21000.00E-009,0.0698E+00
21001.00E-009,0.1297E+00
21002.00E-009,0.0676E+00
21003.00E-009,0.0055E+00
21004.00E-009,0.1801E+00
21005.00E-009,0.1801E+00
21006.00E-009,0.1807E+00
21007.00E-009,0.1214E+00
21008.00E-009,0.1214E+00
21009.00E-009,0.1195E+00
21010.00E-009,0.1195E+00
21011.00E-009,-0.0026E+00
21012.00E-009,0.0595E+00
21013.00E-009,0.0606E+00
21014.00E-009,-0.0016E+00
21015.00E-009,-0.0597E+00
21016.00E-009,-0.0587E+00
21017.00E-009,0.0005E+00
21018.00E-009,-0.0582E+00
21019.00E-009,0.0008E+00
21020.00E-009,0.0008E+00
21021.00E-009,0.0059E+00
21022.00E-009,-0.0554E+00
21023.00E-009,-0.0571E+00
21024.00E-009,0.0051E+00
21025.00E-009,0.0046E+00
21026.00E-009,0.0658E+00
21027.00E-009,0.0658E+00
21028.00E-009,0.0030E+00
21029.00E-009,-0.0543E+00
21030.00E-009,-0.0543E+00
21031.00E-009,0.0030E+00
21032.00E-009,0.0643E+00
21033.00E-009,0.1270E+00
21034.00E-009,0.1270E+00
